geneSymbol,numVariantes
ALDH1L1,3
XRN1,3
FAM131A,3
TRA2B,3
ABLIM2,3
GABRG1,3
TBCK,3
ANKH,3
EMB,3
IQGAP2,3
SNORA31,3
PCDHGB1,3
MFAP3,3
THG1L,3
STC2,3
FAF2,3
DDX43,3
WDR27,3
MATCAP2,3
NUDCD3,3
TRIM56,3
OR6W1P,3
BMP1,3
CLU,3
TM2D2,3
IMPA1,3
DCAF4L2,3
HHLA1,3
LY6K,3
CCDC166,3
EQTN,3
STRBP,3
SLC34A3,3
CCNYL2,3
SEC24C,3
PIK3AP1,3
EFCAB4A,3
OR52N5,3
CYB5R2,3
KCNC1,3
OR10Q1,3
FAM111A,3
SLC22A24,3
NRXN2,3
RBM14,3
CNTN5,3
POU2AF1,3
C11orf57,3
PTS,3
CADM1,3
MPZL2,3
PATE2,3
ARHGAP32,3
CREBL2,3
ERGIC2,3
ADAMTS20,3
ARID2,3
TSFM,3
CAPS2,3
METTL25,3
SLC6A15,3
CHPT1,3
LHX5,3
CCDC62,3
GPR133,3
NUPL1,3
BRCA2,3
SERTM1,3
ELF1,3
C13orf35,3
RBM23,3
MYH7,3
RP11-468E2.9,3
LRFN5,3
CDKL1,3
NAA30,3
MAX,3
SYNE3,3
GLRX5,3
GLDN,3
VPS13C,3
ULK3,3
FBXO22,3
HAPSTR1,3
ACSM3,3
SCNN1G,3
LINC00273,3
AMFR,3
CCDC113,3
NDRG4,3
FUK,3
CHST4,3
DHX38,3
KLHL36,3
COX4I1,3
ODF4,3
LLGL1,3
MYO1D,3
LHX1,3
CACNB1,3
RAPGEFL1,3
HOXB9,3
WFIKKN2,3
4-Sep,3
RNF125,3
KANK2,3
HOOK2,3
SAMD1,3
AD000091.2,3
NWD1,3
ZNF43,3
ZNF567,3
LTBP4,3
CEACAM21,3
CEACAM5,3
GRIN2D,3
VSIG10L,3
ZNF577,3
ZNF600,3
ZNF471,3
BPIFB2,3
BLCAP,3
MYBL2,3
TMPRSS3,3
TRAPPC10,3
C21orf33,3
C21orf2,3
BCL2L13,3
5-Sep,3
THAP7,3
SPECC1L,3
RNF215,3
CBX7,3
TEF,3
ACO2,3
NCAPH2,3
PPP1R3F,3
EFNB1,3
L1CAM,3
ZYG11B,3
FER,3
REV3L,3
HAUS6P1,3
STEAP4,3
ASPH,3
RDH10,3
SIGIRR,3
ABC7-42389800N19.1,3
ST8SIA5,3
IFNAR2,3
SCUBE1,3
APEX2,3
PABPC1L2A,3
TNFRSF14,3
GCLM,3
ZNF124,3
KCTD18,3
SUMF1,3
SUSD5,3
C3orf70,3
TBC1D9,3
SLC9A3,3
NLN,3
SOX4,3
ZNF391,3
C6orf10,3
CALD1,3
SULF1,3
FSD1L,3
WDR34,3
ARMC4,3
ZNF33B,3
BMPR1A,3
STK32C,3
ALX4,3
CBX5,3
NEO1,3
CLEC16A,3
GOT2,3
TGIF1,3
ZNF100,3
LILRA4,3
ADAMTS5,3
USP48,3
ESRRG,3
ITGB1BP1,3
ROCK2,3
ANKRD36C,3
HOXD10,3
C2orf69,3
FBXO36,3
TRAF3IP1,3
WNT7A,3
PRKAR2A,3
IMPDH2,3
EIF4A2,3
MACC1,3
KCP,3
UQCRB,3
TG,3
QSOX2,3
FRMPD2,3
IGSF9B,3
IGHV1OR15-3,3
IQGAP1,3
ZNF594,3
DLG4,3
MYH10,3
HS3ST3B1,3
ZNF286B,3
MAP2K3,3
IL12RB1,3
SLC6A16,3
FAM217B,3
EIF2S3,3
KIF17,3
RAB3GAP2,3
EGLN1,3
ARHGAP24,3
ADCY2,3
WDR41,3
TFAP2A,3
LINC00243,3
SAMD5,3
NAALADL1,3
UCHL3,3
INO80,3
PEAK1,3
CPNE7,3
MFAP4,3
ZNF85,3
EPS8L1,3
SPATA2,3
SLC5A9,3
LRRIQ3,3
DDX1,3
EFEMP1,3
OTX1,3
FAHD2B,3
TTC21B,3
C2orf54,3
SNED1,3
CCDC14,3
PRKG2,3
MAD2L1,3
FNIP1,3
OFCC1,3
HACE1,3
SLC26A3,3
CHRAC1,3
TRMT10B,3
SHC3,3
RC3H2,3
OR56A1,3
MYRF,3
CRY1,3
CARHSP1,3
POLR3E,3
VPS9D1,3
ABHD3,3
SPINT2,3
RINL,3
SOGA1,3
OGFR,3
KCNJ6,3
KCTD17,3
P2RY4,3
MIR509-1,3
POLR2D,3
CYP3A5,3
SIRT1,3
IFIT1,3
PICALM,3
CMAS,3
CPM,3
MYH6,3
ADAM21,3
CLMN,3
OGFOD1,3
SLC35E4,3
MATN1,3
PSMD1,3
FBXL2,3
TUBB7P,3
AP3S1,3
DLX6,3
ZNF7,3
FOXD4,3
WDR72,3
C15orf40,3
MGAT5B,3
SHANK3,3
IL13RA1,3
C1orf222,3
SPRR2F,3
DNAH14,3
GREB1,3
PPP1R21,3
PILRB,3
FAM92A1,3
BAI1,3
HRCT1,3
CORO2A,3
ITGA8,3
GSG1,3
EMP1,3
MMP14,3
ZNF207,3
CD300E,3
MIB1,3
BCKDHA,3
C20orf112,3
SUN2,3
MTOR,3
PXDN,3
ANKRD50,3
CCDC132,3
OSBPL5,3
CLSTN1,3
INPP5D,3
THUMPD3,3
ATR,3
C4orf36,3
AGXT2,3
EDIL3,3
WASL,3
BLACE,3
KLHL9,3
RGP1,3
CHID1,3
YPEL4,3
AICDA,3
PLXNC1,3
TRAF7,3
ACAP1,3
WNK4,3
HOXB3,3
EMR1,3
3-Sep,3
C1orf213,3
ATP6V0B,3
WDR78,3
LPPR5,3
AGL,3
RTCA,3
NTNG1,3
INSRR,3
SPTA1,3
SEC16B,3
PUS10,3
EGR4,3
TMEM182,3
UGGT1,3
HOXD9,3
SDPR,3
NBEAL1,3
TMBIM1,3
GLB1L,3
NEK10,3
ITIH4,3
PDGFRA,3
FAM47E-STBD1,3
FAT1,3
PRLR,3
PLCXD3,3
FBXO4,3
MBLAC2,3
DDX46,3
MAPK9,3
HCP5,3
VPS52,3
RGL2,3
LEMD2,3
ANKS1A,3
SAMD3,3
PEX7,3
OPRM1,3
IPCEF1,3
ACAT2,3
CDK13,3
COBL,3
SEMA3C,3
ADAM22,3
CYP51A1,3
PLOD3,3
PRKAR2B,3
C7orf60,3
EPHB6,3
TDRP,3
LOXL2,3
DUSP4,3
ARFGEF1,3
PKHD1L1,3
RPL8,3
GRIN3A,3
NACC2,3
MKX,3
SORBS1,3
MICALCL,3
ZFP91,3
AP5B1,3
IL18BP,3
CCDC82,3
USP28,3
BCL2L14,3
HEBP1,3
MYRFL,3
SART3,3
SIAH3,3
GJD2,3
MAPKBP1,3
SPG11,3
ARNT2,3
ZNF710,3
DUS2,3
RNF135,3
ANKFN1,3
LPPR3,3
MRPL4,3
PDE4A,3
ZSWIM4,3
NCCRP1,3
AXL,3
CCDC114,3
BCAT2,3
CNOT3,3
KIR3DX1,3
ZNF606,3
DEFB132,3
ENTPD6,3
PPDPF,3
MYT1,3
NUP50,3
RPS6KA3,3
DMD,3
ZC4H2,3
SYTL4,3
DRP2,3
RP11-206L10.9,3
PUSL1,3
MIB2,3
ARHGEF16,3
PHF13,3
DHRS3,3
LRRC38,3
TMEM51,3
PADI2,3
PADI3,3
MRTO4,3
LYPLA2,3
ARID1A,3
ZSCAN20,3
SH3D21,3
ZMYND12,3
ST3GAL3,3
PTCH2,3
ZYG11A,3
HOOK1,3
TNNI3K,3
MCOLN3,3
C1orf52,3
CCDC18,3
CLCC1,3
GSTM3,3
LRIG2,3
RP11-458D21.5,3
CHRNB2,3
ASH1L,3
FCGR2C,3
C1orf111,3
ALDH9A1,3
RABGAP1L,3
ASTN1,3
TOR1AIP2,3
QSOX1,3
GLUL,3
NCF2,3
IVNS1ABP,3
ZBED6,3
NFASC,3
CD34,3
TRAF5,3
ANGEL2,3
DISP1,3
NVL,3
EPHX1,3
NUP133,3
URB2,3
OPN3,3
CHML,3
EXO1,3
RP11-439E19.10,3
ZNF695,3
OR2L13,3
OR2T11,3
TRAPPC12,3
ID2,3
TTC32,3
HS1BP3,3
ADCY3,3
DNAJC27,3
WDR43,3
FAM179A,3
AC009499.1,3
COX7A2L,3
TSPYL6,3
CCT4,3
VPS54,3
ANXA4,3
GMCL1,3
AC007040.11,3
GGCX,3
RNF103,3
THNSL2,3
KANSL3,3
IL1RL2,3
PAX8,3
ACTR3,3
LIMS2,3
SAP130,3
PSMD14,3
PPIG,3
AGPS,3
HIBCH,3
CLK1,3
AC079354.1,3
CPS1,3
IKZF2,3
IQCA1,3
GPC1,3
ANKMY1,3
ANO7,3
FARP2,3
PPARG,3
RARB,3
ZNF860,3
CLASP2,3
XYLB,3
LRRC2,3
C3orf62,3
GXYLT2,3
GBE1,3
RETNLB,3
CD200R1L,3
QTRTD1,3
POGLUT1,3
KIAA1257,3
ISY1,3
EPHB1,3
ACPL2,3
RASA2,3
SERP1,3
WDR49,3
NLGN1,3
TTC14,3
SENP2,3
BCL6,3
IL1RAP,3
AC069213.1,3
DGKQ,3
LETM1,3
CRMP1,3
WDR1,3
PI4K2B,3
ANAPC4,3
CEP135,3
EPHA5,3
11-Sep,3
SEC31A,3
HPSE,3
GPRIN3,3
UNC5C,3
NFKB1,3
CENPE,3
DKK2,3
CYP2U1,3
ALPK1,3
ABCE1,3
TMEM154,3
CTSO,3
RXFP1,3
FAM218A,3
NEIL3,3
TRAPPC11,3
PRIMPOL,3
TRIML2,3
SLC12A7,3
TARS,3
TTC23L,3
PELO,3
ITGA1,3
ITGA2,3
RP11-45H22.3,3
ZNF366,3
AP3B1,3
ACOT12,3
RHOBTB3,3
SLCO4C1,3
DCP2,3
ADAMTS19,3
P4HA2,3
PDLIM4,3
SLC22A5,3
ETF1,3
PCDHA8,3
PCDHGA6,3
PCDHGC5,3
PCDH1,3
NDFIP1,3
FGF1,3
TCOF1,3
RPS14,3
DCTN4,3
GM2A,3
C5orf52,3
FOXI1,3
RANBP17,3
RMND5B,3
ADAMTS2,3
MGAT4B,3
BTNL8,3
TRIM41,3
RREB1,3
DSP,3
XXbac-BPG308J9.3,3
MDC1,3
C6orf15,3
C6orf25,3
HSPA1L,3
C6orf48,3
TULP1,3
MRPS10,3
YIPF3,3
POLH,3
SUPT3H,3
C6orf141,3
IMPG1,3
IRAK1BP1,3
RARS2,3
BACH2,3
BVES,3
GTF3C6,3
FYN,3
LAMA4,3
UTRN,3
LATS1,3
AKAP12,3
PDGFA,3
HEATR2,3
RAC1,3
DAGLB,3
ARL4A,3
HNRNPA2B1,3
TCP1P1,3
URGCP,3
BAZ1B,3
GTF2IRD2B,3
C7orf62,3
RBM48,3
PPP1R9A,3
DYNC1I1,3
PNPLA8,3
PTPRZ1,3
AC025594.1,3
SMO,3
TRBV6-5,3
PAXIP1-AS2,3
HTR5A,3
SHH,3
ARHGEF10,3
MYOM2,3
PRAG1,3
MTMR9,3
NEIL2,3
FAM86B1,3
MICU3,3
ATP6V1B2,3
TNFRSF10C,3
TNFRSF10A,3
HGSNAT,3
LACTB2,3
STK3,3
SLC25A32,3
TSNARE1,3
GLI4,3
RHPN1,3
MROH6,3
PLEC,3
ARHGAP39,3
C9orf66,3
IFNA13,3
IZUMO3,3
IFT74,3
IFNK,3
DCAF12,3
KIF24,3
KIAA1161,3
ARHGEF39,3
MAMDC2,3
UGCG,3
POLE3,3
C9orf43,3
CDK5RAP2,3
PHF19,3
GGTA1P,3
FPGS,3
CIZ1,3
AL354898.1,3
TTF1,3
SURF6,3
SLC2A6,3
AGPAT2,3
FAM69B,3
TRAF2,3
NSMF,3
CALML3,3
GDI2,3
FBXO18,3
IL2RA,3
SFMBT2,3
MRC1L1,3
SLC39A12,3
PTCHD3,3
CCDC7,3
KIAA1279,3
TACR2,3
NPFFR1,3
MRPS16,3
ANXA7,3
TSPAN14,3
LIPF,3
IFIT1B,3
PCGF5,3
GOLGA7B,3
LOXL4,3
DNMBP,3
HIF1AN,3
PCGF6,3
PDCD11,3
GFRA1,3
PTPRE,3
LRRC27,3
ZNF511,3
RIC8A,3
TSPAN4,3
IFITM10,3
MRGPRE,3
TRIM22,3
OR52N1,3
ARFIP2,3
GVINP1,3
SBF2,3
AMPD3,3
MICAL2,3
TPH1,3
ANO5,3
DEPDC7,3
HIPK3,3
TTC17,3
MADD,3
OR5F2P,3
SSRP1,3
DAGLA,3
BEST1,3
C11orf48,3
CHRM1,3
NEAT1,3
RELA,3
OVOL1,3
KRTAP5-9,3
EXPH5,3
COLCA1,3
SIK3,3
BACE1,3
IFT46,3
POU2F3,3
GRAMD1B,3
HEPACAM,3
PKNOX2,3
ST3GAL4,3
ST14,3
SNX19,3
GLB1L2,3
CD4,3
C12orf40,3
VDR,3
GALNT6,3
SOAT2,3
TMEM194A,3
ARHGAP9,3
TBC1D15,3
HAL,3
ARL1,3
PAH,3
TXNRD1,3
ANAPC7,3
ACADS,3
P2RX4,3
ABCB9,3
ZNF664,3
FBRSL1,3
PSPC1P1,3
C1QTNF9B,3
ATP12A,3
TPTE2P1,3
SHISA2,3
POSTN,3
STK24,3
CHAMP1,3
TTC5,3
TRAV8-2,3
COCH,3
SEC23A,3
MIA2,3
SYT16,3
COQ6,3
FCF1,3
DLST,3
ZDHHC22,3
TSHR,3
CALM1,3
RIN3,3
ITPK1,3
SERPINA3,3
RP11-796G6.2,3
XRCC3,3
C14orf180,3
IGHV7-81,3
NIPA1,3
SLC12A6,3
ZNF106,3
LRRC57,3
TP53BP1,3
SQRDL,3
CEP152,3
APH1B,3
USP3,3
RAB11A,3
MAP2K1,3
LARP6,3
CLK3,3
EDC3,3
C15orf39,3
KIAA1024,3
WHAMM,3
MEF2A,3
DNM1P47,3
RPS2,3
ZNF598,3
TSC2,3
RRN3,3
DCTN5,3
ERN2,3
QPRT,3
C16orf54,3
PHKB,3
IRX3,3
IRX5,3
CCL22,3
GINS3,3
TSNAXIP1,3
NUTF2,3
NECAB2,3
ZDHHC7,3
CTU2,3
SLC43A2,3
SERPINF1,3
ASPA,3
SLC52A1,3
TMEM102,3
KDM6B,3
PFAS,3
NOS2,3
TMEM199,3
NEK8,3
SH3GL1P2,3
SUZ12P,3
PEX12,3
ACACA,3
ARHGAP23,3
MAPT,3
KANSL1,3
OSBPL7,3
KIF2B,3
STXBP4,3
TEX14,3
CEP112,3
PRKAR1A,3
UBALD2,3
ST6GALNAC2,3
SEC14L1,3
CANT1,3
CCDC40,3
BAIAP2,3
AATK,3
FASN,3
ENOSF1,3
ADCYAP1,3
MYL12A,3
ANKRD12,3
PPP4R1,3
FAM210A,3
NPC1,3
HRH4,3
ZSCAN30,3
MOCOS,3
POLI,3
C18orf54,3
PHLPP1,3
TMX3,3
MBP,3
GZMM,3
PTBP1,3
TMEM259,3
C19orf26,3
NDUFS7,3
NCLN,3
CACTIN,3
TJP3,3
CD209,3
ZNF878,3
OR7C1,3
OR7A10,3
OR7C2,3
ILVBL,3
PGLYRP2,3
OR10H5,3
MAP1S,3
TM6SF2,3
TSSK6,3
ZNF14,3
WDR88,3
U2AF1L4,3
CYP2F1,3
NAPA,3
ELSPBP1,3
GYS1,3
FLT3LG,3
ZNF160,3
NLRP12,3
ZNF865,3
ZNF460,3
ZNF776,3
SLC52A3,3
ANGPT4,3
NSFL1C,3
PAK7,3
CSRP2BP,3
NECAB3,3
MYH7B,3
SYCP2,3
RBBP8NL,3
SLCO4A1,3
CHRNA4,3
SRMS,3
ABCC13,3
RANBP1,3
YPEL1,3
IGLV1-44,3
IGLC2,3
THOC5,3
MCM5,3
APOL3,3
TMPRSS6,3
BAIAP2L2,3
ATF4,3
RRP7A,3
ATP5L2,3
PRR5,3
PPP6R2,3
P2RY8,3
TLR7,3
EIF1AX,3
YY2,3
KDM6A,3
SYP,3
DCAF12L2,3
RP11-364B14.1,3
SPRY3,3
OR2M4,3
ATF6B,3
ZFP41,3
GNG13,3
PCMTD2,3
NOC2L,3
CDK11A,3
MDS2,3
LIN28A,3
SV2A,3
TBX19,3
PRG4,3
SLC5A6,3
ARHGEF33,3
CCT7,3
KIF1A,3
PTPN23,3
ZMYND10,3
ROBO2,3
ATP13A3,3
LMLN,3
Z95704.2,3
KLF3,3
KLHL5,3
RASSF6,3
ETFDH,3
BPHL,3
HFE,3
FAM26E,3
FUCA2,3
ZNF680,3
ZNF395,3
TEX15,3
PPP2R4,3
TMEM135,3
RPLP0,3
WDR20,3
ZNF724P,3
KRTAP10-2,3
CRKL,3
CYTH4,3
GPR173,3
PURB,3
TXNL1,3
GNL1,3
RPP25,3
PRR12,3
NRIP1,3
OSBP2,3
LHCGR,3
LYPD6B,3
IGSF10,3
BLTP3A,3
MMP27,3
PTPRR,3
TMCO5A,3
IGF2BP1,3
SIRT7,3
CFAP90,3
DAPK1,3
EXOG,3
LIMD1,3
ADPRH,3
UBE2D2,3
CDHR2,3
CUL9,3
TAX1BP1,3
AC004987.9,3
REPIN1,3
NOM1,3
UBE2N,3
TAOK3,3
SAMD4A,3
LRRK1,3
ARRB2,3
SLC6A4,3
ARHGAP33,3
HPCAL4,2
UROD,2
DHCR24,2
POLR3C,2
IRF6,2
DIEXF,2
SLC25A20,2
COMMD2,2
SLC34A2,2
RP11-548H18.2,2
FOXC1,2
KHDC1,2
SNX3,2
POM121L12,2
CALU,2
NDUFB6,2
OR2S2,2
SURF1,2
PHYH,2
GPR158,2
RBM20,2
CARS,2
API5,2
LGR5,2
MLXIP,2
FBLN5,2
BDKRB2,2
SLC25A29,2
FEM1B,2
SLC5A11,2
SNX29P2,2
KRT12,2
COPZ2,2
RGS9,2
LMAN1,2
TYK2,2
PSG7,2
RSPH6A,2
SIGLEC16,2
ZNF470,2
ZSCAN18,2
SIGLEC1,2
SREBF2,2
DLG3,2
DCAF12L1,2
MCF2,2
ZMYM4,2
SZT2,2
PIK3R3,2
SIKE1,2
C1orf51,2
UFC1,2
KCNH1,2
MLK4,2
BIRC6,2
MTA3,2
ZC3H8,2
ALPP,2
FANCD2,2
SLMAP,2
TNIK,2
POLR2H,2
REST,2
SEMA5A,2
MRPS27,2
EFNA5,2
CANX,2
PRSS16,2
CASP8AP2,2
RTN4IP1,2
TNRC18P3,2
PDAP1,2
SLC26A5,2
CPNE3,2
NECAB1,2
FAM83A,2
SPATC1,2
ANKS6,2
SLC31A1,2
ENDOG,2
CPEB3,2
SYT9,2
CLEC1B,2
ZNF641,2
C12orf66,2
GNS,2
SRSF9,2
BCL7A,2
TUBA3C,2
ING1,2
BEGAIN,2
ADAM10,2
ISG20,2
ARL6IP1,2
CD2BP2,2
PLCD3,2
CACNA1G,2
GGA3,2
DSG2,2
CATSPERD,2
ZNF568,2
ZSCAN5C,2
CCT8,2
CERK,2
ELK1,2
LPAR4,2
RNF128,2
COL4A6,2
LCE1E,2
RP11-38O14.5,2
CNST,2
LRRTM4,2
ZNF2,2
KLHL41,2
ARHGEF38,2
SMARCA5,2
NHP2,2
GFPT2,2
PSMG4,2
DTNBP1,2
C4A,2
TMEM63B,2
FIG4,2
H2AFV,2
SQLE,2
MAFA,2
PFKFB3,2
KLRG1,2
A2M,2
ART4,2
RECQL,2
GPD1,2
RPL41,2
CEP290,2
APPL2,2
CDK8,2
EDNRB,2
REM2,2
ATP8B4,2
PDILT,2
KIAA0556,2
ITGAD,2
MUM1,2
ABHD17A,2
PLEKHJ1,2
LSR,2
CD3EAP,2
CXADR,2
NPTXR,2
SAR1AP4,2
CXorf56,2
ATP2B3,2
DDOST,2
SEPN1,2
CTTNBP2NL,2
KCNJ10,2
GORAB,2
C1orf198,2
FEZ2,2
EMC3,2
STT3B,2
ARMC10P1,2
MLF1,2
BLOC1S4,2
NSUN2,2
ERAP2,2
SLC36A1,2
CMAHP,2
SCAND3,2
C6orf211,2
SDCBP,2
EIF3E,2
DIRAS2,2
FAM120A,2
RAD23B,2
ARID5B,2
HERC4,2
CSNK2A3,2
FADS3,2
MANSC1,2
RGCC,2
PCDH17,2
NOVA1,2
PAX9,2
RP11-407N17.3,2
IGHV3-9,2
SKOR1,2
KIAA1199,2
SEC14L5,2
FAM65A,2
RP1-37N7.3,2
ARHGAP27,2
CFD,2
TMEM143,2
RBM38,2
CLIC6,2
PRR14L,2
ARSF,2
MST4,2
FNDC5,2
TESK2,2
DENND4B,2
FCER1A,2
CACYBP,2
PLCD4,2
VHL,2
ANKRD17,2
KCNMB1,2
SFXN1,2
NMBR,2
CDK6,2
KIAA1147,2
KIF13B,2
FAM171A1,2
ANO9,2
HTATIP2,2
TRIM49,2
OR8D2,2
LRTM2,2
CYP27B1,2
SLC16A7,2
TBC1D30,2
C12orf76,2
RSRC2,2
NOC4L,2
ZNF268,2
TRAJ18,2
DHRS2,2
SNUPN,2
POLR3K,2
CLEC18A,2
TSR1,2
TMEM132E,2
CCDC68,2
BEST2,2
CRTC1,2
NKPD1,2
IGLV5-37,2
PISD,2
NAP1L2,2
ATP7A,2
MOSPD1,2
UBE2J2,2
FAM231B,2
TIE1,2
ATPAF1,2
USP24,2
YY1AP1,2
SMG5,2
PRCC,2
OR10Z1,2
ITLN1,2
SHCBP1L,2
RGL1,2
SERTAD4,2
C1orf35,2
WDR64,2
EPT1,2
PSME4,2
TEKT4,2
ITGB6,2
SPAG16,2
SCG2,2
STAC,2
ULK4,2
USP4,2
HGD,2
KY,2
VEPH1,2
SLC7A14,2
RP11-433C9.2,2
NRROS,2
DOK7,2
SPATA18,2
PLAC8,2
CDS1,2
GRID2,2
ADH1A,2
CTD-2012J19.3,2
NREP,2
CDO1,2
FAM170A,2
SLC12A2,2
CDKN2AIPNL,2
FBXL21,2
PCDHB11,2
PCDHGB4,2
DIAPH1,2
KCTD16,2
SPINK7,2
AFAP1L1,2
GLTSCR1L,2
SLC35B2,2
LIN28B,2
OR2A4,2
VWDE,2
ZNF679,2
ALKBH4,2
ST7,2
SPAM1,2
CHRM2,2
PRSS1,2
TRPV5,2
ADAM28,2
IDO1,2
C8orf22,2
C8orf44,2
GEM,2
SLC30A8,2
GAPVD1,2
ABCA2,2
TOR4A,2
PRKCQ,2
NAMPTL,2
REEP3,2
AIFM2,2
GOT1,2
C10orf76,2
ITPRIP,2
CCDC147,2
TH,2
KCNQ1,2
OR52A1,2
SVIP,2
CHRM4,2
FLRT1,2
RNF121,2
RPS3,2
MOGAT2,2
ALG9,2
SYT10,2
METTL7A,2
KRT6A,2
ZNF385A,2
LUM,2
TCP11L2,2
OAS2,2
HCAR3,2
TCTN2,2
N4BP2L2,2
CYSLTR2,2
SLC7A7,2
PSMA6,2
SLC38A6,2
TC2N,2
RP11-204N11.1,2
IGHA1,2
OR4M2,2
CTD-2647E9.1,2
WDR73,2
ST8SIA2,2
CIITA,2
C16orf62,2
HS3ST2,2
ZNF785,2
ARMC5,2
CA7,2
CBFB,2
GLG1,2
NUDT7,2
PLCG2,2
GALNS,2
DEF8,2
PITPNA,2
PLD2,2
KRTAP9-9,2
ASXL3,2
NEDD4L,2
CREB3L3,2
HSD11B1L,2
MAP2K7,2
C19orf66,2
ZNF566,2
FOXA3,2
LRRC4B,2
KLK3,2
ZNF880,2
ZNF808,2
ERVV-2,2
LILRA6,2
NLRP9,2
NLRP5,2
ADAM33,2
SYNDIG1,2
RBM12,2
PRDM15,2
ITGB2,2
SLC19A1,2
SEZ6L,2
MXRA5,2
FAM9A,2
FAM47C,2
CYBB,2
POF1B,2
NRK,2
TRPC5,2
MAGEC3,2
CD99L2,2
GABRE,2
PCDH11Y,2
LAD1,2
OR2L8,2
MOB4,2
TSEN2,2
ZCWPW2,2
EIF4E3,2
CPLX1,2
PCDH7,2
UGT2A1,2
ZNF292,2
MAP3K4,2
GTF2IRD2,2
GAL3ST4,2
ZNF786,2
GPT,2
PRB2,2
PGAM5,2
CRX,2
LMTK3,2
SAMHD1,2
FAM183A,2
KDM4A,2
TXNDC12,2
LRRC40,2
FOXD4L1,2
EFHB,2
MOBP,2
ANO10,2
RRP9,2
MINA,2
MRS2,2
ANKMY2,2
OSBPL3,2
PRSS58,2
LGI3,2
DNM1,2
TSPAN15,2
H1FNT,2
EEA1,2
SLC7A1,2
STOML3,2
TTLL5,2
TPM1,2
PRPF8,2
ENO3,2
SLC25A35,2
ZPBP2,2
RAX2,2
SDC4,2
BIRC7,2
EIF4ENIF1,2
PLEKHG5,2
AGMAT,2
PQLC2,2
CTSE,2
EDARADD,2
SH3BP5,2
LRIG1,2
RBPJ,2
RP11-497H16.9,2
KIAA1586,2
TMEM132A,2
ANKRD42,2
CBL,2
MSRB3,2
ACTR6,2
WBP4,2
STRN3,2
HDGFRP3,2
UMOD,2
ZNF652,2
ZNF98,2
NUMBL,2
TOMM22,2
BIK,2
CALML6,2
BCL9,2
TUFT1,2
NAV1,2
KLHDC8A,2
KLF11,2
OSR1,2
YIPF4,2
PCBP1,2
SATB2,2
TTLL4,2
IRS1,2
GALNT15,2
TFDP2,2
ST6GAL1,2
TACC3,2
ADH1C,2
SLC39A8,2
PITX1,2
ZSCAN12,2
PPP1R10,2
MMD2,2
SCIN,2
YWHAG,2
NAMPT,2
DPYSL2,2
ST3GAL1,2
TLN1,2
OR52J3,2
BDNF,2
MPPED2,2
OR8U1,2
MED19,2
C11orf95,2
KDM2A,2
CPT1A,2
CTTN,2
PAAF1,2
CCDC15,2
PIANP,2
PKP2,2
RNF41,2
IFNG,2
MPHOSPH9,2
DIS3,2
RNF31,2
SNAPC1,2
PTGR2,2
GOLGA5,2
C14orf132,2
WARS,2
UBFD1,2
APOBR,2
CTD-2014E2.5,2
MATCAP1,2
KARS,2
FOXF1,2
PHF12,2
MSI2,2
MKNK2,2
MYO9B,2
ZNF493,2
SUPT5H,2
DNMT3B,2
NDRG3,2
ZSWIM1,2
CDH22,2
SAMD10,2
JAM2,2
UBE2G2,2
KREMEN1,2
CDK16,2
SLC38A5,2
TMEM35,2
HSFX1,2
ARHGEF10L,2
ZBTB40,2
MTX1,2
F11R,2
PNPT1,2
DCAF17,2
CYBRD1,2
SF3B1,2
RAF1,2
EOMES,2
STAG1,2
PEX5L,2
ATP11B,2
CNGA1,2
8-Sep,2
PGC,2
TBCC,2
GSTA2,2
TNFAIP3,2
DLL1,2
GTF2IRD2P1,2
NCF1,2
POR,2
CBLL1,2
ARF5,2
ANGPT2,2
EXT1,2
IFNA6,2
FNBP1,2
BRD3,2
PEX16,2
TRIM64B,2
MMP8,2
MMP12,2
WBP11,2
EPS8,2
SRGAP1,2
OTOGL,2
IGHV3-16,2
OCA2,2
TYRO3,2
ONECUT1,2
BLM,2
RAB11FIP3,2
XYLT1,2
ARHGAP17,2
NUP88,2
DBF4B,2
ITGB3,2
INTS2,2
DNAH17-AS1,2
TXNL4A,2
GRIN3B,2
WIZ,2
ZNF527,2
EML2,2
TMEM230,2
SLC32A1,2
WISP2,2
DPM1,2
GNB1L,2
ZNF280B,2
NFAM1,2
U1,2
KCNA3,2
DCST2,2
ZNF285CP,2
KANSL1L,2
SSUH2,2
MRPS22,2
EIF5A2,2
FXR1,2
ACAP2,2
CRIPAK,2
RP11-790I12.2,2
AIMP1,2
SFRP2,2
FNIP2,2
ZNF608,2
FKBP5,2
SLC35D3,2
SLC37A3,2
ZNF746,2
CHRNB3,2
UBE2R2,2
TMEM38B,2
PNLIP,2
CTNND1,2
CCDC89,2
SLCO1C1,2
HOXC8,2
GLIPR1L2,2
TM9SF1,2
TRIM9,2
VTI1B,2
IGHV4-4,2
LYSMD2,2
RP11-989E6.3,2
SLFN13,2
SP6,2
MBTD1,2
NOL4,2
PI4KA,2
FOXRED2,2
GPR64,2
SUPT20HL1,2
GK,2
OGT,2
GPRASP3,2
PPP1R8,2
HHLA3,2
PLXNA2,2
EPRS,2
KIF26B,2
MEMO1,2
RBM6,2
TMEM39A,2
RNF13,2
HSPA4L,2
SREK1IP1,2
UTP15,2
ANXA6,2
PRIM2,2
RNGTT,2
PVRIG,2
